KP,Location,D_o,h,sigma_y,t_corr,f_tol,E,v,f_0
5605,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5606,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5607,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5608,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5609,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5610,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5611,seabed,0.2,118,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5612,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5613,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5614,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5615,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5616,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5617,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5618,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5619,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5620,seabed,0.2,119,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5621,seabed,0.2,125,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5622,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5623,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5624,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5625,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5626,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5627,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5628,seabed,0.2,147,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5629,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5630,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5631,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5632,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5633,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5634,seabed,0.2,93,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5635,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5636,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5637,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5638,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5639,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5640,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5641,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5642,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5643,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5644,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5645,seabed,0.2,118,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5646,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5647,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5648,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5649,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5650,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5651,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5652,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5653,seabed,0.2,93,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5654,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5655,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5656,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5657,seabed,0.2,137,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5658,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5659,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5660,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5661,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5662,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5663,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5664,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5665,seabed,0.2,105,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5666,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5667,seabed,0.2,137,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5668,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5669,seabed,0.2,115,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5670,seabed,0.2,126,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5671,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5672,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5673,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5674,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5675,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5676,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5677,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5678,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5679,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5680,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5681,seabed,0.2,121,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5682,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5683,seabed,0.2,119,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5684,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5685,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5686,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5687,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5688,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5689,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5690,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5691,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5692,seabed,0.2,121,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5693,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5694,seabed,0.2,125,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5695,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5696,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5697,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5698,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5699,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5700,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5701,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5702,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5703,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5704,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5705,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5706,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5707,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5708,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5709,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5710,seabed,0.2,148,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5711,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5712,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5713,seabed,0.2,92,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5714,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5715,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5716,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5717,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5718,seabed,0.2,143,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5719,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5720,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5721,seabed,0.2,126,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5722,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5723,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5724,seabed,0.2,126,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5725,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5726,seabed,0.2,125,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5727,seabed,0.2,125,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5728,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5729,seabed,0.2,115,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5730,seabed,0.2,96,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5731,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5732,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5733,seabed,0.2,94,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5734,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5735,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5736,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5737,seabed,0.2,143,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5738,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5739,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5740,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5741,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5742,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5743,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5744,seabed,0.2,92,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5745,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5746,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5747,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5748,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5749,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5750,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5751,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5752,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5753,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5754,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5755,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5756,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5757,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5758,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5759,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5760,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5761,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5762,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5763,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5764,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5765,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5766,seabed,0.2,80,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5767,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5768,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5769,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5770,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5771,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5772,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5773,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5774,seabed,0.2,92,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5775,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5776,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5777,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5778,seabed,0.2,115,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5779,seabed,0.2,137,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5780,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5781,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5782,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5783,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5784,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5785,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5786,seabed,0.2,108,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5787,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5788,seabed,0.2,134,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5789,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5790,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5791,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5792,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5793,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5794,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5795,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5796,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5797,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5798,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5799,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5800,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5801,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5802,seabed,0.2,92,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5803,seabed,0.2,82,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5804,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5805,seabed,0.2,106,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5806,seabed,0.2,94,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5807,seabed,0.2,138,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5808,seabed,0.2,143,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5809,seabed,0.2,143,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5810,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5811,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5812,seabed,0.2,94,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5813,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5814,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5815,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5816,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5817,seabed,0.2,143,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5818,seabed,0.2,111,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5819,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5820,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5821,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5822,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5823,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5824,seabed,0.2,87,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5825,seabed,0.2,115,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5826,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5827,seabed,0.2,143,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5828,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5829,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5830,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5831,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5832,seabed,0.2,137,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5833,seabed,0.2,100,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5834,seabed,0.2,99,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5835,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5836,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5837,seabed,0.2,86,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5838,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5839,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5840,seabed,0.2,81,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5841,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5842,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5843,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5844,seabed,0.2,91,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5845,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5846,seabed,0.2,140,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5847,seabed,0.2,126,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5848,seabed,0.2,130,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5849,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5850,seabed,0.2,80,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5851,seabed,0.2,89,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5852,seabed,0.2,96,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5853,seabed,0.2,143,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5854,seabed,0.2,125,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5855,seabed,0.2,126,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5856,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5857,seabed,0.2,93,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5858,seabed,0.2,105,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5859,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5860,seabed,0.2,144,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5861,seabed,0.2,80,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5862,seabed,0.2,124,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5863,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5864,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5865,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5866,seabed,0.2,83,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5867,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5868,seabed,0.2,142,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5869,seabed,0.2,97,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5870,seabed,0.2,119,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5871,seabed,0.2,93,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5872,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5873,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5874,seabed,0.2,88,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5875,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5876,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5877,seabed,0.2,105,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5878,seabed,0.2,146,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5879,seabed,0.2,139,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5880,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5881,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5882,seabed,0.2,117,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5883,seabed,0.2,136,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5884,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5885,seabed,0.2,101,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5886,seabed,0.2,109,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5887,seabed,0.2,84,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5888,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5889,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5890,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5891,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5892,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5893,seabed,0.2,112,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5894,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5895,seabed,0.2,103,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5896,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5897,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5898,seabed,0.2,135,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5899,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5900,seabed,0.2,132,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5901,seabed,0.2,113,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5902,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5903,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5904,seabed,0.2,131,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5905,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5906,seabed,0.2,123,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5907,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5908,seabed,0.2,110,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5909,seabed,0.2,150,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5910,seabed,0.2,95,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5911,seabed,0.2,121,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5912,seabed,0.2,122,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5913,seabed,0.2,129,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5914,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5915,seabed,0.2,133,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5916,seabed,0.2,98,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5917,seabed,0.2,107,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5918,seabed,0.2,85,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5919,seabed,0.2,102,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5920,seabed,0.2,127,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5921,seabed,0.2,149,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5922,seabed,0.2,145,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5923,seabed,0.2,104,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5924,seabed,0.2,121,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5925,seabed,0.2,114,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5926,seabed,0.2,90,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5927,seabed,0.2,128,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
5928,seabed,0.2,120,5.00E+08,0.001,0.125,2.07E+11,0.3,0.025
